Player,Team,Age,Matches,RatingPoints_Avg,Supercoach_Avg,DreamTeamPoints_Avg,CoachesVotes_Total,CoachesVotes_Avg,TimeOnGround,Kicks,Handballs,Disposals,DisposalEfficiency,KickingEfficiency,HandballEfficiency,KickPercentage,Inside50s,Rebound50s,MetresGained,MetresGainedPerDisposal,Clangers,DisposalsPerClanger,Turnovers,DisposalsPerTurnover,ContestedPossessions,UncontestedPossessions,TotalPossessions,ContestedPossessionRate,Intercepts,GroundBallGets,CentreClearances,StoppageClearances,TotalClearances,Marks,ContestedMarks,MarksInside50,InterceptMarks,MarksOnLead,FreesFor,FreesAgainst,FreesDiff,RuckContests,RuckContestPercentage,Hitouts,HitoutsWinPercentage,HitoutsToAdvantage,HitoutsToAdvantagePercentage,Tackles,TacklesInside50,ContestDefensiveOneOnOnes,ContestDefensiveLossPercentage,ContestOffensiveOneOnOnes,ContestOffensiveWinPercentage,Goals_Total,Goals_Avg,Behinds,ShotsAtGoal,GoalAssists,GoalAccuracy,ScoreInvolvements,ScoreInvolvementPercentage,ScoreLaunches,Bounces,OnePercenters,PressureActs,Spoils
Setanta O'hAilpin,Greater Western Sydney,30,7,9.2,57.857,47.429,2,0.286,73.429,6.143,3.143,9.286,63.077,69.767,50,66.154,0.857,0.857,138.857,14.954,1.714,5.417,2.429,3.824,5.429,3.857,9.286,58.462,1,4,0.429,0.429,0.857,2.571,0.571,1.143,0.143,0.429,0.429,0.429,0,10.857,11.48,2.286,21.053,0.429,,0.429,0,0.143,,3,38.095,13,1.857,0.714,2.857,0.429,65,4.143,21.481,0.857,0.143,0.429,5.571,0.429
Shane Biggs,Sydney,22,3,4.6,52.333,62,0,0,78,9.333,8.667,18,74.074,64.286,84.615,51.852,0,2.667,261.333,14.519,2.667,6.75,3,6,3.667,14,17.667,20.755,2.333,3.333,0,1,1,4.333,0,0,0,0,0.333,0.667,-0.333,0,0,0,,0,,1.333,0,1.667,,0,,0,0,0,0,0,,2,10,0,0.333,1.667,7.667,1.667
Shane Edwards,Richmond,25,20,10.51,76.4,67.35,6,0.316,82,8.9,9.3,18.2,63.187,49.438,76.344,48.901,2.85,0.75,251.7,13.83,2.75,6.618,3.5,5.2,9.3,8.6,17.9,51.955,2.25,7.15,1.15,2.05,3.2,2.15,0.25,0.4,0.1,0.1,0.6,1.05,-0.45,0.05,0.055,0.05,,0,,3.55,0.5,0.05,,0.55,27.273,11,0.55,0.6,1.35,0.6,40.741,5.35,19.705,1.15,0.5,1.2,18.9,0.35
Shane Mumford,Sydney,27,22,9.75,89.727,75.955,9,0.474,84.955,3.045,8.091,11.136,80.408,73.134,83.146,27.347,1.227,0.318,76.818,6.898,2.091,5.326,1.409,7.903,7.773,3.545,11.318,68.675,1.818,5,0.773,1.909,2.682,2.636,1.136,0.5,0.409,0.182,1.409,1.727,-0.318,54.636,54.562,26.409,48.336,6.545,24.785,4.318,1.136,0.545,41.667,2.227,14.286,9,0.409,0.364,0.818,0.455,50,4.364,16.58,2.455,0,2.636,16.773,2
Shane Savage,Hawthorn,22,15,9.453,63.333,67.333,7,0.467,71.467,9.933,4,13.933,78.947,73.826,91.667,71.292,2.933,0.733,301.6,21.646,1.467,9.5,3,4.644,4.8,9.133,13.933,34.45,1.667,3.133,0.133,1,1.133,4,0.6,0.267,0.6,0.267,0.667,0.333,0.333,0.133,0.145,0.133,,0,,3.267,0.667,0.267,,1,13.333,11,0.733,0.267,1.133,0.667,64.706,5.2,17.849,0.6,0.133,0.333,11.733,0.133
Shane Tuck,Richmond,32,11,7.809,69,59.727,4,0.4,56.455,8.636,8.545,17.182,65.608,55.789,75.532,50.265,2.636,1.182,272.091,15.836,2.727,6.3,3.818,4.5,9.545,7.818,17.364,54.974,1.545,6,1.455,3.091,4.545,2,0.455,0.364,0.091,0.091,0.727,0.727,0,0.182,0.207,0.182,,0,,2.182,0.182,0,,0.182,,5,0.455,0.545,1.182,0.182,38.462,5.273,19.269,1.364,0.273,0.364,12.182,0
Shannon Byrnes,Melbourne,29,17,7.159,55.882,59.765,1,0.059,72.353,7.471,6.824,14.294,62.14,59.843,64.655,52.263,2.647,1.059,261.235,18.276,2.294,6.231,2.941,4.86,6.118,8.235,14.353,42.623,1.765,4.824,0.353,1.059,1.412,3.647,0.294,0.588,0.235,0.235,0.706,0.588,0.118,0,0,0,,0,,2.235,0.706,0.176,,0.647,45.455,12,0.706,0.647,1.529,0.294,46.154,3.824,20.186,0.647,0.118,0.471,13.412,0.353
Shannon Hurn,West Coast,26,12,13.792,87.5,65,9,0.75,81.25,13.333,2.25,15.583,78.075,77.5,81.481,85.561,2.167,4.083,408.583,26.219,1,15.583,3,5.194,6,7.667,13.667,43.902,6,4.333,0.5,0.417,0.917,3.917,0.917,0,2.083,0,0.417,0.333,0.083,0,0,0,,0,,2.167,0,1.667,10,0,,1,0.083,0.167,0.25,0.167,,5.417,18.95,2.75,0.25,2.5,8.5,2.083
Sharrod Wellingham,West Coast,25,10,10.67,73.2,72.3,0,0,73,11.1,8,19.1,62.304,56.757,70,58.115,3,1.3,371,19.424,3,6.367,5,3.82,8.9,10.2,19.1,46.597,2.3,5.2,1.4,1.8,3.2,3.2,0.4,0.5,0.3,0.7,0.8,1.1,-0.3,0,0,0,,0,,2.7,0.1,0.2,,0.4,,8,0.8,0.3,1.3,0.5,61.538,4.3,18.22,0.8,0.6,1.6,14.7,1
Shaun Atley,North Melbourne,21,22,9.364,73.091,67.5,0,0,87.818,10.227,7.364,17.591,80.654,75.943,87.097,58.14,1.682,2.864,313.952,17.965,1.955,9,2.81,6.22,5.045,12.682,17.727,28.462,4.238,4.095,0.227,0.227,0.455,4.818,0.364,0.136,0.571,0.095,0.636,0.909,-0.273,0,0,0,,0,,2.273,0.095,1.095,30.435,0.19,,2,0.091,0.091,0.19,0.364,,4.381,15.945,1.19,1.955,1.182,11.095,1
Shaun Burgoyne,Hawthorn,31,23,12.448,87.304,80.217,15,0.75,82.957,11.174,8.826,20,72.826,62.646,85.714,55.87,3.348,1.565,308.435,15.422,2.043,9.787,3.217,6.216,7.435,12.174,19.609,37.916,3.043,5.217,1.348,1.174,2.522,3.522,0.217,0.478,0.435,0.087,0.739,0.739,0,0.043,0.046,0.043,,0,,3.739,0.609,1.087,28,0.478,18.182,18,0.783,0.261,1.304,0.609,60,5.696,19.436,1.174,0.435,1.913,15.174,1.043
Shaun Edwards,Greater Western Sydney,20,2,2.95,40.5,41.5,0,0,79,5,7.5,12.5,84,,,40,0.5,2.5,134,10.72,1.5,8.333,1,12.5,4,8.5,12.5,32,1.5,3.5,0.5,0.5,1,3,0,0,0,0,1,1,0,0,0,0,,0,,1,0,0.5,,0,,0,0,0.5,0.5,0,,3.5,20,0.5,1.5,0.5,13.5,0.5
Shaun Grigg,Richmond,25,23,6.509,82.522,88.478,2,0.091,83.043,12.217,8.87,21.087,77.113,71.886,84.314,57.938,3.174,1.478,309.348,14.67,1.826,11.548,3.174,6.644,4.783,16.13,20.913,22.869,1.478,3.609,0.522,1.217,1.739,6.043,0.13,0.696,0.217,0.217,0.348,0.826,-0.478,0.87,0.959,0.87,100,0.174,20,3.217,0.435,0.174,,0.217,,15,0.652,0.435,1.348,0.478,48.387,5.478,20.16,0.696,0.783,0.739,11.087,0.391
Shaun Hampson,Carlton,25,6,7.933,68.833,61.667,0,0,89.167,6.333,4.167,10.5,53.968,36.842,80,60.317,1.833,0,133.833,12.746,2.333,4.5,2.167,4.846,7,3.667,10.667,65.625,0.167,3.667,0.5,0.5,1,4.333,2,1.833,0.167,1,0.833,1,-0.167,23.5,27.063,11.667,49.645,4,34.286,2,0.833,0.333,,4.333,34.615,3,0.5,0.833,2,0.5,25,5.667,19.767,1,0,2.5,5.333,1.5
Shaun Higgins,Western Bulldogs,25,3,4.333,59,71.333,2,0.667,80.667,10,3.667,13.667,65.854,56.667,,73.171,5.333,0.333,292.667,21.415,3.333,4.1,4,3.417,3.667,10.667,14.333,25.581,1.333,2,0,0.333,0.333,5.667,0.333,0.333,0.667,0.667,1.333,1.667,-0.333,0,0,0,,0,,3.333,1.333,0,,0.333,,3,1,1.333,2.667,0.333,,4.333,17.808,0.333,0,1,8.667,0.667
Shaun McKernan,Adelaide,23,9,6.489,63,63.222,0,0,77.111,6.889,4.889,11.778,58.491,46.774,75,58.491,1.778,0.222,163.111,13.849,2.222,5.3,1.778,6.625,5.778,6,11.778,49.057,0.778,3.778,0.556,0.889,1.444,3.889,1,1.333,0,0.667,0.778,1.111,-0.333,23.778,28.533,8.111,34.112,2.222,27.397,2.444,0.444,0.556,,1.667,46.667,7,0.778,1.111,2.333,0.222,33.333,4.778,17.992,1,0.111,1.889,10.778,1.556
Simon Black,Brisbane,34,8,11.062,91.375,77.375,6,0.75,60.625,9.625,12.75,22.375,64.246,53.247,72.549,43.017,2.25,1.75,265.375,11.86,2.375,9.421,3.5,6.393,11.625,11.125,22.75,51.099,2,8.25,2.125,2.875,5,2.125,0.125,0.375,0,0.25,1.125,0.625,0.5,0.125,0.138,0,,0,,3.625,0.25,0.25,,0,,3,0.375,0.625,1,0.75,,7.625,31.937,1.875,0,0.875,11.625,0.125
Simon Tunbridge,West Coast,20,2,3.45,29,31,0,0,48.5,5.5,0,5.5,,,,,1.5,0,79,,2,2.75,2.5,2.2,3,2.5,5.5,,1,2.5,0,0,0,1,0,0,0,1,0.5,0.5,0,0,0,0,,0,,1.5,0.5,0,,1,,2,1,0.5,1.5,0,,3,13.636,0.5,0,0,12.5,0
Simon White,Carlton,25,9,6.567,58.556,45.333,0,0,82.556,6.889,3.778,10.667,82.292,80.645,85.294,64.583,1.222,1.333,174.222,16.333,1,10.667,1.778,6,4,6.667,10.667,37.5,3.889,2.778,0,0.444,0.444,4.444,0.667,0,1.556,0.111,0.333,0.778,-0.444,0,0,0,,0,,1.444,0.111,2,11.111,0.222,,0,0,0,0.111,0.222,,1.444,5.138,0.667,0,4.222,8.222,3.778
Steele Sidebottom,Collingwood,22,23,13.813,103.826,96.826,37,1.682,88.261,15.652,8.435,24.087,75.993,68.889,89.175,64.982,2.522,1.565,306.13,12.709,2.174,11.08,3.217,7.486,7.739,16.348,24.087,32.13,3.565,6.391,0.522,1.522,2.043,5.217,0.304,0.609,0.609,0.435,0.565,0.696,-0.13,0.087,0.104,0.087,,0.043,,3.348,0.478,0.348,,0.87,25,19,0.826,0.435,1.435,0.609,57.576,6.391,23.864,1.565,0.87,1.304,17.522,0.826
Stefan Martin,Brisbane,27,5,5.26,45,44.2,0,0,78,3.8,3.6,7.4,62.162,,,51.351,1.2,0.2,101,13.649,1.8,4.111,2.2,3.364,5,2.6,7.6,65.789,0.8,2.6,0.2,0.4,0.6,2.2,1,1.2,0,0.4,1,0.8,0.2,21.8,25.527,8.6,39.45,1.4,16.279,1.6,0.8,0,,3.2,12.5,4,0.8,0.6,1.6,0.4,,3,12.931,0.4,0.2,1.4,7.2,1.2
Stephen Coniglio,Greater Western Sydney,20,18,7.539,74.056,76.278,0,0,77.667,10.667,8.667,19.333,63.793,57.292,71.795,55.172,2.056,1.889,251.444,13.006,2.278,8.488,4.389,4.405,7.778,11.833,19.611,39.66,1.944,5.833,1.667,1.444,3.111,3.611,0.056,0.222,0.167,0.111,0.5,0.611,-0.111,0.278,0.296,0.278,,0,,3.722,0.167,0,,0.278,,6,0.333,0.278,0.722,0.389,46.154,3.944,20.286,0.778,0.167,0.5,15,0.167
Stephen Gilham,Greater Western Sydney,29,14,7.564,72.071,62.286,0,0,87.286,10,5.214,15.214,83.568,84.286,82.192,65.728,0.286,3.071,227.5,14.953,1.357,11.211,3,5.071,3.5,9.929,13.429,26.064,4.357,2.643,0,0.214,0.214,5.786,0.286,0,1.143,0.071,0.357,0.429,-0.071,0.143,0.152,0,,0,,1.357,0,3.786,28.302,0.143,,0,0,0,0,0,,2,10.448,0.929,0.214,5.5,5.929,5.071
Stephen Hill,Fremantle,23,19,14.016,86.211,69.789,11,0.688,82.684,10.842,8.316,19.158,77.364,71.5,85.235,56.593,3.263,1.526,350.167,18.06,1.842,10.4,3,6.463,7.895,11.737,19.632,40.214,3.167,5.667,0.526,2.474,3,2.737,0.211,0.368,0.611,0.222,0.316,0.842,-0.526,0.222,0.242,0.158,,0.056,,2.579,0.167,0.389,,0.056,,12,0.632,0.368,1.056,0.421,63.158,4.833,20.567,1,1.263,2.316,13.056,1.111
Stephen Milne,St Kilda,33,17,8.441,54.824,54.765,10,0.588,81.412,8.941,2.706,11.647,57.576,49.342,84.783,76.768,2.529,0.471,254.412,21.843,3.059,3.808,2.941,3.96,4.176,7.941,12.118,34.466,0.882,3,0.118,0.412,0.529,3.529,0.059,1.118,0.059,1.059,0.765,1.294,-0.529,0,0,0,,0,,1,0.529,0.176,,1.353,21.739,28,1.647,1.176,3.706,0.412,44.444,5.353,22.581,0.588,0.765,0.588,9.353,0.294
Steve Johnson,Geelong,30,19,15.974,117.158,116.789,58,3.625,86.579,16.579,12.158,28.737,64.835,57.143,75.325,57.692,5,1.947,465.684,16.205,3,9.579,5.053,5.688,11.737,16.737,28.474,41.22,3.632,7.421,1.737,3.105,4.842,5.684,0.579,0.737,0.684,0.579,1.368,0.842,0.526,0.053,0.058,0.053,,0,,4.579,0.632,0.368,,1.105,23.81,23,1.211,1.211,2.895,0.684,41.818,8.421,28.623,2,0.421,1.316,17.579,0.526
Steven May,Gold Coast,21,17,8.824,58.529,45.412,0,0,89.176,6.647,3.471,10.118,75.581,77.876,71.186,65.698,1.647,1.353,202,19.965,2.353,4.3,3.059,3.308,4.706,5.471,10.176,46.243,2.647,3.118,0,0.118,0.118,3.353,0.588,0.353,0.529,0.412,0.706,0.824,-0.118,0.412,0.469,0.235,,0,,1.529,0.353,2,29.412,2.294,25.641,10,0.588,0.353,1.176,0.471,50,3,12.028,0.529,0.235,4.706,9.882,3.941
Steven Morris,Richmond,25,22,6.164,49.136,40,2,0.095,84.091,5.182,4.818,10,82.273,81.579,83.019,51.818,1,0.727,100.227,10.023,1.091,9.167,1.045,9.565,3.682,6.773,10.455,35.217,3.682,2.409,0.091,0.227,0.318,2.727,0.227,0.091,0.773,0,0.818,0.636,0.182,0,0,0,,0,,1.591,0,0.955,42.857,0.182,,5,0.227,0,0.227,0.091,,2.182,7.934,0.5,0.318,3.227,8.636,2.091
Steven Motlop,Geelong,22,24,14.042,83.833,74.875,43,2.048,83,11.75,6.083,17.833,70.794,64.184,83.562,65.888,4.333,1.25,378.667,21.234,2.417,7.379,3.458,5.157,5.208,12.542,17.75,29.343,1.625,4.292,0.208,0.5,0.708,3.25,0.125,0.583,0.042,0.417,0.542,0.792,-0.25,0,0,0,,0,,1.875,0.875,0.125,,0.917,36.364,44,1.833,1.042,3.458,0.833,53.012,6.5,22.707,0.667,2.417,0.583,13.625,0.25
Stewart Crameri,Essendon,25,16,10.481,72.375,65.062,6,0.375,79.312,7.625,5.375,13,70.408,62.281,81.707,58.654,2.812,0,194.933,14.918,1.938,6.71,2.533,5.158,6.688,6.75,13.438,49.767,1,4.333,0,0.375,0.375,4.438,1.375,1.625,0.067,1.133,0.688,0.875,-0.188,0.067,0.075,0,,0,,2,1.067,0.067,,4.267,29.688,30,1.875,0.812,3.133,0.812,57.447,6.333,23.284,0.6,0.125,1.562,10.933,1
Tanner Smith,Fremantle,19,1,4.7,51,40,0,0,95,4,4,8,,,,,0,0,88,,1,8,1,8,5,5,10,,4,0,0,0,0,4,1,0,1,0,3,1,2,0,0,0,,0,,2,0,5,,0,,0,0,0,0,0,,1,4.762,0,0,3,12,2
Taylor Adams,Greater Western Sydney,20,16,8.319,76.188,82.188,2,0.125,75,13.062,8.25,21.312,62.463,55.981,72.727,61.29,3.25,1.75,319.938,15.012,3.562,5.982,4.25,5.015,8.125,12.812,20.938,38.806,1.938,5.375,1.938,2.062,4,4.312,0.375,0.375,0.25,0.438,0.938,1.125,-0.188,0,0,0,,0,,3.25,0.375,0.125,,0.75,33.333,7,0.438,0.375,1.188,0.438,36.842,3.938,21.649,0.75,0.312,0.875,14.438,0.438
Taylor Duryea,Hawthorn,22,18,6.128,56.278,57.056,0,0,75.944,8.889,4.611,13.5,78.189,74.375,85.542,65.844,2,2.556,256.389,18.992,1.667,8.1,2.111,6.395,4.111,9.5,13.611,30.204,3.889,3.111,0.111,0.778,0.889,4,0.278,0,0.889,0,0.667,0.556,0.111,0,0,0,,0,,2.5,0.056,0.778,35.714,0.167,,0,0,0.167,0.167,0.389,,3.722,12.57,1.111,0.056,1.778,8.556,1.5
Taylor Garner,North Melbourne,19,2,1.55,29.5,32,0,0,45,3.5,5,8.5,,,,,1.5,0,54,,2.5,3.4,1.5,5.667,3,6,9,,1,2.5,1,0,1,2,0,0.5,0,1,0.5,1,-0.5,0,0,0,,0,,2,0.5,0,,0,,0,0,0,1.5,0.5,,2,8,0.5,1.5,0.5,10,0.5
Taylor Hine,North Melbourne,21,14,3.364,38.786,42.714,2,0.143,74.143,6.5,4.786,11.286,64.626,55.422,76.562,57.595,0.929,1,153.385,13.565,2,5.643,1.923,5.88,3.929,7.071,11,35.714,2.538,3.538,0.214,0.286,0.5,2.286,0,0.214,0.308,0.077,0.5,0.929,-0.429,0,0,0,,0,,2.214,0,0.462,,0.077,,0,0,0.214,0.231,0,,2.385,8.832,0.769,0,1.143,9.308,0.846
Taylor Hunt,Geelong,23,15,7.033,53.267,54.133,6,0.429,74.533,6.533,6.4,12.933,75.258,71.429,79.167,50.515,2.267,0.6,205.333,15.876,1,12.933,1.933,6.69,3.8,9.067,12.867,29.534,2.467,2.8,0.333,0.533,0.867,2.467,0,0.267,0.2,0.2,0.667,0.133,0.533,0.067,0.075,0,,0,,2.867,0.267,0.8,0,0.267,,6,0.4,0.2,0.733,0.133,54.545,3.533,11.83,0.667,0.333,1.133,12,0.933
Taylor Walker,Adelaide,23,5,9.54,69.4,61.4,0,0,76.6,8,4.2,12.2,60.656,55,71.429,65.574,3.6,0.2,245.2,20.098,4,3.05,4.2,2.905,6.4,5.2,11.6,55.172,1.6,3.6,0,0,0,4.6,1.4,2.4,0,1.8,1.6,2,-0.4,0,0,0,,0,,1.6,0.6,0,,2.8,42.857,10,2,1.2,4.2,1.4,47.619,6,24,1,0,1.2,8.6,0.6
Tayte Pears,Essendon,23,11,9.927,70.182,70.364,0,0,91.818,10.091,7.545,17.636,87.629,86.486,89.157,57.216,1.545,2.273,236.273,13.397,1.636,10.778,2.273,7.76,4.091,13.091,17.182,23.81,5.091,3,0.091,0.182,0.273,5.909,0.455,0,1.545,0,0.545,0.909,-0.364,0,0,0,,0,,2.364,0,2.545,42.857,0.091,,0,0,0,0,0.273,,4.455,16.838,1.364,0.545,3.182,10.182,2.909
Ted Richards,Sydney,30,25,11.128,70.52,52.48,2,0.091,98.6,7.6,6.24,13.84,79.769,76.316,83.974,54.913,1.24,3.08,233.08,16.841,1.76,7.864,2.88,4.806,5.68,8.08,13.76,41.279,7.6,3.92,0,0.2,0.2,3.92,0.76,0,2.48,0,0.84,0.68,0.16,0.04,0.039,0,,0,,1.6,0.04,4.88,25.41,0.04,,1,0.04,0,0.04,0.04,,2.48,9.688,1.28,0.16,7.48,7.24,6.64
Tendai Mzungu,Fremantle,27,25,8.896,79.8,76.72,6,0.273,84,11.48,6.76,18.24,72.235,67.87,79.518,62.939,1.76,2.28,288.042,15.605,2.24,8.143,2.75,6.712,6.68,11.6,18.28,36.543,3.75,5.167,0.24,0.96,1.2,5.08,0.56,0.76,0.583,0.125,0.76,1,-0.24,0.375,0.413,0.36,,0.208,,2.84,0.458,0.458,36.364,0.292,,16,0.64,0.2,1,0.28,66.667,4.292,17.759,1,0.48,1.36,16,1.167
Terry Milera,St Kilda,25,10,7.4,52.2,49.8,3,0.3,70,7,4.1,11.1,65.766,55.714,82.927,63.063,2.6,0.4,236,21.261,2.2,5.045,2.3,4.826,3.6,7.3,10.9,33.028,1.4,2.8,0.1,0.5,0.6,3.2,0.4,0.7,0.2,0.7,0.2,0.5,-0.3,0,0,0,,0,,1.8,0.2,0.3,,0.4,,7,0.7,0.9,1.8,1.1,38.889,4.3,18.943,0.5,1.8,0.6,9.3,0.3
Thomas Ledger,St Kilda,21,2,5.65,58,72,0,0,49,7.5,9.5,17,73.529,,,44.118,3,1,214,12.588,1,17,2,8.5,3,13.5,16.5,18.182,1.5,1,0,1,1,4,0,0.5,0,0,0.5,0,0.5,0,0,0,,0,,3,1,0,,0,,2,1,0,1,0,,3.5,11.111,0.5,0.5,1,5.5,1
Thomas Lee,St Kilda,22,10,7.45,61,52.2,0,0,83.6,5.3,3.7,9,60,54.717,67.568,58.889,1,0.1,135.4,15.044,1.4,6.429,1.4,6.429,5.2,4.1,9.3,55.914,0.6,3.1,0.2,0.1,0.3,3.8,1.3,2.2,0.1,0.7,0.5,0.2,0.3,2.3,2.626,0.5,21.739,0,,1.5,1,0,,4.1,36.585,17,1.7,0.9,2.9,0.3,58.621,4.2,18.75,0.2,0.4,1.9,8.2,1.4
Thomas Young,Western Bulldogs,21,15,7.64,67.6,62.933,0,0,86.067,10.333,6.133,16.467,72.874,67.742,81.522,62.753,1.8,3.2,278.4,16.907,2,8.233,3.2,5.146,5.733,10.6,16.333,35.102,6,4.667,0,0.467,0.467,4.067,0.333,0.133,0.867,0.067,0.667,0.8,-0.133,0,0,0,,0,,2.067,0,2.2,33.333,0.2,,2,0.133,0.133,0.333,0.133,,2.4,9.863,1,0.133,3,7.8,2.8
Tim Golds,Greater Western Sydney,20,1,4.2,40,40,0,0,78,5,4,9,,,,,1,0,95,,1,9,1,9,2,7,9,,2,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,,0,,2,0,2,,0,,0,0,0,0,1,,2,16.667,0,0,1,9,1
Tim Mohr,Greater Western Sydney,25,22,8.286,69.545,57.455,1,0.045,88.864,10.864,3.409,14.273,81.529,80.753,84,76.115,0.773,4.091,297.818,20.866,2,7.136,3.318,4.301,3.864,8.727,12.591,30.686,5.136,2.682,0.091,0.227,0.318,4.727,0.5,0,1.227,0,0.409,0.773,-0.364,0.091,0.097,0.091,,0.045,,1.409,0,2.864,41.27,0.045,,0,0,0.045,0.045,0.045,,1.5,7.876,0.818,0.409,4.864,6.182,4.545
Timmy Sumner,Gold Coast,19,11,4.582,44,40.545,0,0,73.727,5.636,3.091,8.727,75,64.516,94.118,64.583,1.909,0.455,167.182,19.156,1.545,5.647,2.091,4.174,3.455,5,8.455,40.86,0.818,2.455,0.182,0.273,0.455,2.727,0.364,1,0.091,0.636,0.545,0.636,-0.091,0.091,0.102,0.091,,0,,1.545,0.273,0,,1.364,33.333,6,0.545,1.091,1.909,0.273,28.571,3.727,15.356,0.273,0.818,1,11,0.636
Toby Greene,Greater Western Sydney,20,19,7.832,73.158,76.579,0,0,82.105,11.895,10.947,22.842,64.055,50.442,78.846,52.074,2.263,2,286.053,12.523,3.632,6.29,4.947,4.617,8.158,14.579,22.737,35.88,3.526,5.684,0.789,2.263,3.053,3.632,0.316,0.053,0.368,0.211,1,1.105,-0.105,0.053,0.058,0.053,,0.053,,2.211,0.158,0.579,27.273,0.632,8.333,4,0.211,0.263,0.632,0.368,33.333,3.895,20.787,1.211,0.158,1.263,13.632,0.737
Todd Goldstein,North Melbourne,25,22,14.409,113.545,89.864,10,0.455,94.773,5.136,6.818,11.955,72.763,65.741,77.852,42.966,1.455,0.636,130.143,10.634,1.591,7.514,2,6.119,6.909,5.273,12.182,56.716,1.857,4.81,1.136,1.364,2.5,3,0.773,0.273,0.524,0.286,1.227,0.773,0.455,75.857,83.099,37.364,49.027,10.952,29.449,2.955,0.381,0.857,0,1.143,25,13,0.591,0.182,0.81,0.227,76.471,6.286,22.877,3.667,0,2.545,11.81,1.762
Tom Bell,Carlton,22,9,8.033,60.889,57.778,0,0,66.889,8.444,6.556,15,60.741,50,74.576,56.296,3,1.222,288.556,19.237,3.111,4.821,4.222,3.553,8.222,7.222,15.444,53.237,2.333,6.222,1.333,1.667,3,1.889,0.333,0.333,0,0.111,0.444,1.222,-0.778,0,0,0,,0,,3.444,0.667,0.111,,0.111,,4,0.444,0.444,1.222,0.222,36.364,4.444,15.444,0.889,0.333,1.556,14.333,0.222
Tom Bellchambers,Essendon,24,18,10.278,81.111,73.778,10,0.556,83.611,6.278,4,10.278,74.157,65.455,88.235,61.081,1.056,0.333,149.412,14.27,1.889,5.441,1.647,6.357,5.667,4.556,10.222,55.435,1.059,2,0.5,1,1.5,4,1.667,1.611,0.353,1,1.444,1.167,0.278,44.471,48.276,21.944,47.884,5.647,26.519,1.278,0.176,1,17.647,2.824,29.167,28,1.556,0.611,2.412,0.389,68.293,6.059,21.962,1.882,0.056,1.611,7.765,1
Tom Campbell,Western Bulldogs,22,6,7.133,59.333,45.5,5,0.833,88.833,3.833,4,7.833,76.596,65.217,87.5,48.936,1,0.167,92.167,11.766,2,3.917,1.333,5.875,6.5,1.333,7.833,82.979,1,3,0,0.167,0.167,2.333,1.833,1.5,0.167,0.167,1.5,1.333,0.167,12.667,12.773,5.333,42.105,2.333,43.75,1.5,0.5,0.333,,9.167,16.364,9,1.5,1.167,2.833,1,52.941,4.833,17.576,0.5,0,1.5,7.333,1
Tom Curren,St Kilda,21,7,8.371,74.286,65.714,0,0,72.286,9.286,7,16.286,79.825,67.692,95.918,57.018,2.714,0.857,214,13.14,1.429,11.4,2.429,6.706,6.143,9.857,16,38.393,1.571,4.429,0.571,2,2.571,3.857,0.143,0.143,0.286,0.429,1.143,0.286,0.857,0,0,0,,0,,2.143,0.143,0.143,,0.429,,3,0.429,0.857,1.571,0.571,27.273,5.286,22.699,1.143,0.857,0.714,10.857,0.143
Tom Downie,Greater Western Sydney,20,1,-2.9,27,30,0,0,85,3,1,4,,,,,0,0,25,,3,1.333,2,2,2,1,3,,1,2,0,0,0,1,0,0,0,0,0,2,-2,28,29.474,2,7.143,0,,5,0,0,,3,,0,0,0,0,0,,0,0,0,0,3,12,1
Tom Gillies,Melbourne,23,2,4.75,36.5,23.5,0,0,97.5,4.5,3.5,8,,,,,0,2.5,52,,3.5,2.286,2,4,2.5,5.5,8,,2,2.5,0,0,0,2.5,0,0,0.5,0,0,1.5,-1.5,0,0,0,,0,,0,0,3,,0,,0,0,0,0,0,,0,0,0,0,8,5.5,7
Tom Hawkins,Geelong,25,22,9.968,65.864,55.864,9,0.45,87.955,6.409,3.364,9.773,65.116,66.667,62.162,65.581,1.545,0,168.818,17.274,1.727,5.658,2.273,4.3,5.818,4.364,10.182,57.143,0.5,2.818,0,0.091,0.091,4.227,1.591,2.5,0.136,1.455,1.182,0.818,0.364,0.818,0.902,0.227,,0.045,,1,0.5,0,,4.636,34.314,49,2.227,0.909,3.318,0.727,67.123,5.818,20.063,0.318,0,0.773,7.636,0.409
Tom Hickey,St Kilda,22,12,5.058,58.083,52.167,0,0,81.083,3.583,6.833,10.417,72,41.86,87.805,34.4,0.583,0.25,72.5,6.96,1.917,5.435,1.417,7.353,5.25,5.25,10.5,50,1.917,3.5,0.667,0.25,0.917,3.5,0.917,0.583,0.75,0.667,0.5,0.917,-0.417,33.083,37.666,12.083,36.524,3.417,28.276,1.5,0.25,0.25,,1.667,25,2,0.167,0.417,0.75,0.333,,2.917,13.158,1,0,0.833,9.167,0.5
Tom J. Lynch,Gold Coast,21,8,7.95,66.75,60.375,4,0.5,87,7.125,5,12.125,62.887,59.649,67.5,58.763,1.75,0.25,136.625,11.268,1.75,6.929,2.625,4.619,6.625,5.375,12,55.208,1.75,3.625,0,0.125,0.125,5.25,2.25,1.75,0.5,1.125,0.75,0.75,0,7.25,7.989,1.5,20.69,0.25,,1.625,1,0.5,,5.125,36.585,8,1,0.75,2.125,0.875,47.059,5.625,21.951,0.875,0,2,12.125,1.625
